delete
iteration,reads,,,,,,,,,,,writes,
,10,20,30,40,50,60,70,80,90,100,10,20,30,40,50,60,70,80,90,100,
1,8,14,56,72,88,112,134,26,140,44,1,1,1,1,1,1,1,1,1,1
2,6,16,42,40,28,94,22,134,106,74,1,1,1,1,1,1,1,1,1,1
3,4,18,56,60,66,102,26,8,76,72,1,1,1,1,1,1,1,1,1,1
4,20,6,26,38,40,56,88,114,64,86,1,1,1,1,1,1,1,1,1,1
5,20,28,44,80,70,76,98,10,132,142,1,1,1,1,1,1,1,1,1,1
6,8,14,4,42,14,68,66,102,154,164,1,1,1,1,1,1,1,1,1,1
7,12,12,30,16,74,12,54,100,28,116,1,1,1,1,1,1,1,1,1,1
8,10,32,26,52,30,56,10,90,68,102,1,1,1,1,1,1,1,1,1,1
9,16,18,14,38,78,50,128,24,90,200,1,1,1,1,1,1,1,1,1,1
10,6,2,54,18,80,106,94,54,170,80,1,1,1,1,1,1,1,1,1,1
11,12,22,30,38,36,44,16,46,176,186,1,1,1,1,1,1,1,1,1,1
12,6,34,4,2,74,4,72,20,130,40,1,1,1,1,1,1,1,1,1,1
13,2,20,44,76,96,24,64,72,20,56,1,1,1,1,1,1,1,1,1,1
14,16,34,36,68,74,12,74,88,120,50,1,1,1,1,1,1,1,1,1,1
15,18,24,6,60,8,120,22,18,178,32,1,1,1,1,1,1,1,1,1,1
16,2,20,14,8,38,52,14,24,64,112,1,1,1,1,1,1,1,1,1,1
17,20,18,30,58,84,102,128,122,90,130,1,1,1,1,1,1,1,1,1,1
18,10,30,36,34,88,104,36,92,20,74,1,1,1,1,1,1,1,1,1,1
19,6,24,36,58,52,96,110,84,18,192,1,1,1,1,1,1,1,1,1,1
20,20,36,32,68,38,18,68,104,158,60,1,1,1,1,1,1,1,1,1,1
21,14,10,28,8,28,78,114,82,70,38,1,1,1,1,1,1,1,1,1,1
22,18,18,20,76,36,74,30,128,122,168,1,1,1,1,1,1,1,1,1,1
23,2,40,46,12,90,62,52,120,150,174,1,1,1,1,1,1,1,1,1,1
24,20,6,26,50,96,56,72,10,78,24,1,1,1,1,1,1,1,1,1,1
25,6,18,60,48,94,18,82,126,144,22,1,1,1,1,1,1,1,1,1,1
26,12,4,4,22,58,12,102,34,70,54,1,1,1,1,1,1,1,1,1,1
27,6,12,18,34,66,78,30,76,86,50,1,1,1,1,1,1,1,1,1,1
28,2,34,6,40,60,22,78,144,68,64,1,1,1,1,1,1,1,1,1,1
29,4,22,28,30,22,8,80,124,60,194,1,1,1,1,1,1,1,1,1,1
30,20,28,28,58,82,112,94,134,150,82,1,1,1,1,1,1,1,1,1,1
