insert
iteration,reads,,,,,,,,,,,writes,
,10,20,30,40,50,60,70,80,90,100,10,20,30,40,50,60,70,80,90,100,
1,4,7,28,36,44,56,67,13,70,22,2,2,2,2,2,2,2,2,2,2
2,3,8,21,20,14,47,11,67,53,37,2,2,2,2,2,2,2,2,2,2
3,2,9,28,30,33,51,13,4,38,36,2,2,2,2,2,2,2,2,2,2
4,10,3,13,19,20,28,44,57,32,43,2,2,2,2,2,2,2,2,2,2
5,10,14,22,40,35,38,49,5,66,71,2,2,2,2,2,2,2,2,2,2
6,4,7,2,21,7,34,33,51,77,82,2,2,2,2,2,2,2,2,2,2
7,6,6,15,8,37,6,27,50,14,58,2,2,2,2,2,2,2,2,2,2
8,5,16,13,26,15,28,5,45,34,51,2,2,2,2,2,2,2,2,2,2
9,8,9,7,19,39,25,64,12,45,100,2,2,2,2,2,2,2,2,2,2
10,3,1,27,9,40,53,47,27,85,40,2,2,2,2,2,2,2,2,2,2
11,6,11,15,19,18,22,8,23,88,93,2,2,2,2,2,2,2,2,2,2
12,3,17,2,1,37,2,36,10,65,20,2,2,2,2,2,2,2,2,2,2
13,1,10,22,38,48,12,32,36,10,28,2,2,2,2,2,2,2,2,2,2
14,8,17,18,34,37,6,37,44,60,25,2,2,2,2,2,2,2,2,2,2
15,9,12,3,30,4,60,11,9,89,16,2,2,2,2,2,2,2,2,2,2
16,1,10,7,4,19,26,7,12,32,56,2,2,2,2,2,2,2,2,2,2
17,10,9,15,29,42,51,64,61,45,65,2,2,2,2,2,2,2,2,2,2
18,5,15,18,17,44,52,18,46,10,37,2,2,2,2,2,2,2,2,2,2
19,3,12,18,29,26,48,55,42,9,96,2,2,2,2,2,2,2,2,2,2
20,10,18,16,34,19,9,34,52,79,30,2,2,2,2,2,2,2,2,2,2
21,7,5,14,4,14,39,57,41,35,19,2,2,2,2,2,2,2,2,2,2
22,9,9,10,38,18,37,15,64,61,84,2,2,2,2,2,2,2,2,2,2
23,1,20,23,6,45,31,26,60,75,87,2,2,2,2,2,2,2,2,2,2
24,10,3,13,25,48,28,36,5,39,12,2,2,2,2,2,2,2,2,2,2
25,3,9,30,24,47,9,41,63,72,11,2,2,2,2,2,2,2,2,2,2
26,6,2,2,11,29,6,51,17,35,27,2,2,2,2,2,2,2,2,2,2
27,3,6,9,17,33,39,15,38,43,25,2,2,2,2,2,2,2,2,2,2
28,1,17,3,20,30,11,39,72,34,32,2,2,2,2,2,2,2,2,2,2
29,2,11,14,15,11,4,40,62,30,97,2,2,2,2,2,2,2,2,2,2
30,10,14,14,29,41,56,47,67,75,41,2,2,2,2,2,2,2,2,2,2
