insert
iteration,reads,,,,,,,,,,,writes,
,10,20,30,40,50,60,70,80,90,100,10,20,30,40,50,60,70,80,90,100,
1,9,16,5,7,9,7,6,70,23,81,8,15,4,6,8,6,5,69,22,80
2,10,15,12,23,39,16,62,16,40,66,9,14,11,22,38,15,61,15,39,65
3,11,14,5,13,20,12,60,79,55,67,10,13,4,12,19,11,59,78,54,66
4,3,20,20,24,33,35,29,26,61,60,2,19,19,23,32,34,28,25,60,59
5,3,9,11,3,18,25,24,78,27,32,2,8,10,2,17,24,23,77,26,31
6,9,16,31,22,46,29,40,32,16,21,8,15,30,21,45,28,39,31,15,20
7,7,17,18,35,16,57,46,33,79,45,6,16,17,34,15,56,45,32,78,44
8,8,7,20,17,38,35,68,38,59,52,7,6,19,16,37,34,67,37,58,51
9,5,14,26,24,14,38,9,71,48,3,4,13,25,23,13,37,8,70,47,2
10,10,22,6,34,13,10,26,56,8,63,9,21,5,33,12,9,25,55,7,62
11,7,12,18,24,35,41,65,60,5,10,6,11,17,23,34,40,64,59,4,9
12,10,6,31,42,16,61,37,73,28,83,9,5,30,41,15,60,36,72,27,82
13,12,13,11,5,5,51,41,47,83,75,11,12,10,4,4,50,40,46,82,74
14,5,6,15,9,16,57,36,39,33,78,4,5,14,8,15,56,35,38,32,77
15,4,11,30,13,49,3,62,74,4,87,3,10,29,12,48,2,61,73,3,86
16,12,13,26,39,34,37,66,71,61,47,11,12,25,38,33,36,65,70,60,46
17,3,14,18,14,11,12,9,22,48,38,2,13,17,13,10,11,8,21,47,37
18,8,8,15,26,9,11,55,37,83,66,7,7,14,25,8,10,54,36,82,65
19,10,11,15,14,27,15,18,41,84,7,9,10,14,13,26,14,17,40,83,6
20,3,5,17,9,34,54,39,31,14,73,2,4,16,8,33,53,38,30,13,72
21,6,18,19,39,39,24,16,42,58,84,5,17,18,38,38,23,15,41,57,83
22,4,14,23,5,35,26,58,19,32,19,3,13,22,4,34,25,57,18,31,18
23,12,3,10,37,8,32,47,23,18,16,11,2,9,36,7,31,46,22,17,15
24,3,20,20,18,5,35,37,78,54,91,2,19,19,17,4,34,36,77,53,90
25,10,14,3,19,6,54,32,20,21,92,9,13,2,18,5,53,31,19,20,91
26,7,21,31,32,24,57,22,66,58,76,6,20,30,31,23,56,21,65,57,75
27,10,17,24,26,20,24,58,45,50,78,9,16,23,25,19,23,57,44,49,77
28,12,6,30,23,23,52,34,11,59,71,11,5,29,22,22,51,33,10,58,70
29,11,12,19,28,42,59,33,21,63,6,10,11,18,27,41,58,32,20,62,5
30,3,9,19,14,12,7,26,16,18,62,2,8,18,13,11,6,25,15,17,61
